application_id,customer_id,application_date,loan_type,loan_amount_requested,loan_tenure_months,interest_rate_offered,purpose_of_loan,employment_status,monthly_income,cibil_score,existing_emis_monthly,debt_to_income_ratio,property_ownership_status,residential_address,applicant_age,gender,number_of_dependents,loan_status,fraud_flag,fraud_type
48401eb1-a232-4d3e-bf2e-353c784930a0,CUST104200,2022-06-11,Home Loan,833000.0,120,11.75,Wedding,Retired,56100.0,683,1900.0,3.39,Owned,"H.No. 51, Agate Chowk, Mirzapur-164937, Bettiah, Kerala, 790089",33,Other,2,Approved,0,
449e82b0-9a35-4da9-8fdc-960bfcd7dbf6,CUST111603,2023-07-24,Home Loan,512000.0,36,8.01,Wedding,Student,52500.0,710,5600.0,10.67,Jointly Owned,"80/070, Amble Chowk, Anantapur 922595, Phagwara, West Bengal, 035269",22,Male,4,Fraudulent - Undetected,1,Income Misrepresentation
21dad5be-d53e-486d-aae1-6f47767bfcc8,CUST107624,2024-02-04,Education Loan,479000.0,120,12.32,Vehicle Purchase,Retired,118000.0,697,3300.0,2.8,Jointly Owned,"524, Dugar Marg, Tezpur-975805, Srikakulam, Telangana, 098108",62,Other,3,Approved,0,
cc111ae4-0fd9-4ac5-b6cc-9f6598be7f62,CUST103161,2025-03-04,Education Loan,1220000.0,36,8.6,Vehicle Purchase,Salaried,61400.0,689,4400.0,7.17,Owned,"44/649, Uppal Path, Yamunanagar 660207, Ajmer, Himachal Pradesh, 130961",53,Male,3,Approved,0,
d70ea831-d1da-4341-b059-520c084e4e82,CUST118941,2023-02-11,Home Loan,534000.0,24,14.11,Medical Emergency,Retired,39200.0,771,3600.0,9.18,Owned,"08/52, Banerjee, Tinsukia 644977, Panihati, Haryana, 920219",42,Female,0,Approved,0,
cb77ee3d-3ccc-4aed-b584-d170ce45c89c,CUST108858,2025-05-23,Education Loan,318000.0,24,12.69,Home Renovation,Unemployed,10000.0,711,300.0,3.0,Rented,"29/52, Chand Zila, Kumbakonam 250894, Muzaffarnagar, Chhattisgarh, 222959",32,Female,2,Approved,0,
d3647f19-d720-42cb-8fe0-7c7f0ce5908a,CUST107297,2024-04-18,Personal Loan,168000.0,360,11.67,Debt Consolidation,Student,23500.0,705,7000.0,29.79,Jointly Owned,"H.No. 021, Balan Nagar, Dindigul 157241, Suryapet, Meghalaya, 263097",44,Female,4,Approved,0,
e5104fea-3925-475d-916c-7a69fa1a9c9e,CUST100200,2023-08-15,Education Loan,259000.0,240,11.44,Education,Student,58900.0,591,800.0,1.36,Jointly Owned,"80/42, Dhar Nagar, Tadipatri 070164, Moradabad, Andhra Pradesh, 636815",62,Female,4,Declined,0,
f0cbdb95-9bdf-424b-80bb-d08b071d3c8b,CUST100030,2024-05-27,Education Loan,754000.0,60,9.88,Debt Consolidation,Retired,35000.0,696,600.0,1.71,Jointly Owned,"H.No. 746, Krishna Road, Bahraich 906594, Mysore, Haryana, 490278",55,Female,4,Approved,0,
48677a3d-9df3-4d33-ba6a-d9e8c4d46d65,CUST102636,2023-11-11,Business Loan,422000.0,240,11.1,Debt Consolidation,Self-Employed,54800.0,758,4800.0,8.76,Rented,"H.No. 173, Chahal Circle, Chinsurah-686866, Mumbai, Tripura, 099648",56,Male,1,Approved,0,
0e2d8d1a-7c73-45fd-ab2a-7b787def9a99,CUST102373,2022-11-17,Personal Loan,818000.0,36,11.54,Home Renovation,Salaried,62500.0,718,5200.0,8.32,Rented,"H.No. 604, Dixit Marg, Indore-724766, Raurkela Industrial Township, Tripura, 139783",24,Other,0,Approved,0,
833395a6-44f3-4b87-b951-d31012e963ec,CUST102619,2025-04-22,Car Loan,615000.0,240,11.4,Debt Consolidation,Self-Employed,86400.0,698,6900.0,7.99,Owned,"271, Jaggi Nagar, Alappuzha-656584, Anantapuram, Goa, 037497",48,Female,1,Approved,0,
82eca238-af0f-430d-a00c-a99e01d5d313,CUST105294,2022-06-19,Personal Loan,390000.0,12,10.23,Wedding,Retired,83100.0,635,5600.0,6.74,Owned,"05/39, Kadakia Path, Rajkot-025915, Bijapur, West Bengal, 012169",47,Other,0,Declined,0,
84fb142d-8f03-46ca-91ca-62daaab7c372,CUST117539,2023-01-10,Home Loan,571000.0,12,11.54,Medical Emergency,Business Owner,40200.0,775,4100.0,10.2,Rented,"67/411, Barad Zila, Silchar-034465, Solapur, Odisha, 810958",23,Other,4,Approved,0,
49fd2adf-22e6-4a98-96ad-58028be57eff,CUST102690,2023-08-07,Business Loan,639000.0,120,11.46,Debt Consolidation,Retired,24600.0,708,2200.0,8.94,Rented,"H.No. 07, Sarma Zila, Ajmer 664784, Bhopal, Rajasthan, 641310",47,Female,3,Approved,0,
f4cbb077-9eeb-4956-b2f7-bcc090ae458e,CUST101837,2023-11-15,Personal Loan,245000.0,240,8.75,Home Renovation,Self-Employed,52700.0,682,0.0,0.0,Jointly Owned,"32/614, Dixit Ganj, Dhule 152431, Narasaraopet, Assam, 683095",58,Female,4,Approved,0,
265269e7-988d-4807-ad9e-1d54d71581fa,CUST115647,2023-02-21,Education Loan,688000.0,240,7.0,Vehicle Purchase,Student,38000.0,729,4400.0,11.58,Rented,"500, Hegde Chowk, Machilipatnam 831043, Bettiah, Rajasthan, 276762",50,Female,3,Approved,0,
1d274666-3b3e-4157-b9dc-7476c9fb1414,CUST102500,2024-11-24,Personal Loan,525000.0,60,10.34,Education,Unemployed,64300.0,753,4500.0,7.0,Rented,"723, Atwal Circle, Sirsa-216629, Kharagpur, Mizoram, 734289",42,Female,4,Approved,0,
b50b05b8-b5d5-406d-b3f9-14469ce89a39,CUST102614,2024-05-15,Home Loan,698000.0,360,10.01,Wedding,Self-Employed,65000.0,649,5000.0,7.69,Owned,"23/15, Bhakta Zila, Proddatur-783135, Madurai, Punjab, 936617",55,Male,3,Declined,0,
3a21844a-bcf5-42ae-8a0d-80e3fa3e855a,CUST117739,2024-10-21,Business Loan,248000.0,360,8.14,Debt Consolidation,Salaried,29500.0,697,1700.0,5.76,Owned,"663, Bhatnagar Zila, Anand-531952, Bhiwani, Bihar, 010748",27,Male,2,Approved,0,
1bde1d49-b26d-4ad5-9cfd-fbc8d575b5d0,CUST103591,2024-08-06,Home Loan,434000.0,360,11.43,Vehicle Purchase,Business Owner,65100.0,713,4600.0,7.07,Rented,"H.No. 49, Dugar Street, Meerut-813551, Vijayanagaram, Uttar Pradesh, 008938",60,Female,2,Approved,0,
0e2948ab-2d87-4560-986e-3a996c714604,CUST113984,2025-05-09,Car Loan,1220000.0,120,10.98,Debt Consolidation,Self-Employed,60700.0,713,6200.0,10.21,Jointly Owned,"H.No. 762, Dhawan Marg, Khammam-562191, Karimnagar, Rajasthan, 952991",47,Other,0,Approved,0,
c3d05d2f-162f-4dac-80da-b552fb065973,CUST117884,2024-11-24,Personal Loan,708000.0,24,11.65,Home Renovation,Retired,58500.0,701,3800.0,6.5,Owned,"42/58, Apte Road, Kulti 471004, Junagadh, Nagaland, 047610",27,Female,4,Fraudulent - Detected,1,Synthetic Identity
41526297-46ea-4db2-867f-2e2e40108c8a,CUST102026,2024-01-16,Business Loan,804000.0,120,8.54,Education,Unemployed,95000.0,617,2500.0,2.63,Rented,"23/95, Anne Zila, Guntur 866868, Ulhasnagar, Andhra Pradesh, 326503",48,Other,3,Declined,0,
25226b3f-c3a7-4a53-8dfd-8805d4a638df,CUST109264,2024-01-08,Education Loan,100000.0,36,9.32,Business Expansion,Salaried,26700.0,727,2500.0,9.36,Jointly Owned,"H.No. 521, Dasgupta Nagar, Rajpur Sonarpur-744203, Hindupur, Assam, 563687",46,Other,3,Approved,0,
a2dc33de-4dde-4779-89a3-1000b9d1bb49,CUST102898,2024-09-06,Education Loan,555000.0,24,9.34,Medical Emergency,Retired,42800.0,735,4100.0,9.58,Owned,"18, Bose Nagar, Jhansi 556775, Raipur, Maharashtra, 592444",32,Female,3,Approved,0,
801ad9da-4397-46a1-b1c8-722f176b6bc9,CUST108636,2024-09-17,Home Loan,539000.0,60,8.62,Medical Emergency,Business Owner,81900.0,744,0.0,0.0,Rented,"89, Sachar Path, Uluberia-206400, Miryalaguda, Tripura, 539927",55,Female,3,Approved,0,
27795c78-0d08-42a8-816c-bac7f4acfc76,CUST107754,2023-03-13,Personal Loan,474000.0,36,13.1,Medical Emergency,Business Owner,51400.0,624,900.0,1.75,Jointly Owned,"H.No. 77, Ramachandran, Madanapalle 407682, Kanpur, Kerala, 032537",27,Female,2,Declined,0,
f904ebd4-eebe-45ea-856f-38088041232f,CUST112223,2023-06-16,Car Loan,566000.0,120,9.67,Vehicle Purchase,Business Owner,61100.0,698,1000.0,1.64,Owned,"87/337, Krishnan Street, Tiruchirappalli 762540, Ozhukarai, Jharkhand, 430155",60,Other,1,Approved,0,
ebc9943c-24ee-4fe1-83e4-bceabf3c3e08,CUST109315,2023-01-31,Business Loan,100000.0,360,13.11,Vehicle Purchase,Retired,11600.0,685,0.0,0.0,Jointly Owned,"612, Borra, Saharanpur 424614, Akola, Kerala, 426463",30,Male,4,Approved,0,
216d55fd-c350-4599-b75d-386fab0b212c,CUST116288,2024-11-18,Car Loan,230000.0,12,11.32,Education,Retired,56900.0,648,2800.0,4.92,Rented,"14, Issac Ganj, Rourkela 874994, Chinsurah, Sikkim, 851840",28,Other,1,Declined,0,
d2c8702c-8b9b-4dcc-89b9-e74ddcf70954,CUST103926,2022-06-06,Education Loan,525000.0,360,10.75,Education,Self-Employed,74000.0,735,1400.0,1.89,Owned,"214, Shan Road, Imphal-499869, Katni, Karnataka, 272043",29,Other,3,Approved,0,
d0bbabb4-290d-41c3-a202-9392adb3bbb1,CUST108103,2022-10-30,Car Loan,507000.0,36,12.18,Medical Emergency,Student,10000.0,721,3900.0,39.0,Owned,"40/24, Ravi Marg, Nagaon-872584, Mathura, Goa, 694519",50,Female,0,Approved,0,
92f9444b-386c-4a38-a5d3-c666d392fdff,CUST102433,2022-06-07,Education Loan,1087000.0,240,9.45,Vehicle Purchase,Salaried,45600.0,693,800.0,1.75,Jointly Owned,"92/686, Uppal Nagar, Pallavaram 855555, Hapur, Bihar, 761426",60,Other,4,Approved,0,
0cd3a858-af75-497e-9714-4f9f6f31a103,CUST112440,2023-04-04,Car Loan,396000.0,12,11.01,Wedding,Retired,57400.0,733,4300.0,7.49,Owned,"304, Zachariah Street, Bhagalpur-873719, Panchkula, Jharkhand, 437714",46,Female,1,Approved,0,
b7e7cf94-5aa1-43f1-be86-346f15590db1,CUST102607,2022-08-20,Education Loan,544000.0,240,8.0,Medical Emergency,Salaried,10000.0,684,3000.0,30.0,Owned,"H.No. 981, Loke Ganj, Maheshtala-941552, Surendranagar Dudhrej, Manipur, 713589",59,Other,4,Approved,0,
58a6df8d-9459-44b4-897f-dc13ef33ed69,CUST116746,2022-09-09,Home Loan,473000.0,24,7.46,Medical Emergency,Business Owner,79800.0,710,5000.0,6.27,Rented,"H.No. 98, Agarwal Circle, Ludhiana-448775, Nadiad, Punjab, 089519",62,Other,3,Approved,0,
590a5c85-850d-404a-b5b8-774ddb01824d,CUST113567,2024-07-04,Car Loan,605000.0,60,10.15,Home Renovation,Student,28500.0,789,3500.0,12.28,Owned,"39, Vyas Nagar, Sangli-Miraj & Kupwad-374064, Bidhannagar, Manipur, 298700",32,Other,2,Approved,0,
db4913a1-dd03-4702-998a-dad1159cd1c3,CUST118050,2023-01-26,Business Loan,701000.0,240,10.36,Wedding,Business Owner,54500.0,701,800.0,1.47,Rented,"64/761, Raj Path, Kalyan-Dombivli 765015, Muzaffarpur, Himachal Pradesh, 402279",49,Female,1,Approved,0,
ce3ade9f-5f18-43c3-9e9d-b03e64fc8336,CUST110782,2023-09-14,Car Loan,710000.0,60,7.95,Business Expansion,Business Owner,31500.0,592,2200.0,6.98,Jointly Owned,"H.No. 64, Varma Road, Kottayam 913595, Firozabad, Telangana, 097643",32,Other,0,Declined,0,
33fe088e-1856-4633-9b0b-83a9742db34c,CUST111577,2024-10-03,Business Loan,483000.0,60,9.49,Home Renovation,Salaried,61700.0,728,2600.0,4.21,Rented,"54/948, Sethi, Salem-898884, Saharsa, Uttarakhand, 687687",60,Male,0,Approved,0,
0b27b79a-0448-4b19-a071-e4b32e2084bb,CUST119247,2025-04-25,Personal Loan,268000.0,120,11.6,Debt Consolidation,Business Owner,67300.0,661,4200.0,6.24,Owned,"30/63, Dalal Ganj, Hubli–Dharwad-876990, Dhule, Tamil Nadu, 216822",38,Female,0,Approved,0,
fe5943f2-b564-4950-9bca-44c2ef0b915d,CUST119809,2024-07-01,Education Loan,1007000.0,12,8.35,Wedding,Student,57300.0,724,5000.0,8.73,Rented,"61, Rama Ganj, Bhavnagar 226660, Narasaraopet, Gujarat, 182656",28,Female,3,Approved,0,
b120766b-480a-42ab-82b0-a34cfaf23036,CUST101103,2022-10-04,Car Loan,425000.0,60,9.35,Debt Consolidation,Self-Employed,46500.0,640,2500.0,5.38,Owned,"H.No. 32, Sankar Path, Parbhani 118185, Kakinada, Madhya Pradesh, 380520",51,Male,2,Declined,0,
c056e148-8a0c-40ff-8752-52b44de2934b,CUST105050,2025-04-14,Education Loan,587000.0,360,12.86,Business Expansion,Business Owner,68200.0,696,4200.0,6.16,Rented,"49/21, Tella Road, Ludhiana-694939, Tirunelveli, Assam, 518029",33,Other,1,Fraudulent - Detected,1,Loan Stacking
147b639a-4a7d-49e4-8aa7-5fc6027841f5,CUST111399,2023-12-28,Education Loan,589000.0,120,14.18,Debt Consolidation,Business Owner,44700.0,696,3400.0,7.61,Jointly Owned,"H.No. 87, Kala Zila, Sirsa-214592, Kurnool, Madhya Pradesh, 011441",54,Female,2,Approved,0,
dbf8a2c1-c823-4e1f-b17a-e9449c117dbe,CUST102529,2022-08-19,Home Loan,256000.0,12,9.84,Vehicle Purchase,Business Owner,21700.0,701,1000.0,4.61,Owned,"H.No. 798, Sarma Ganj, Saharsa-013624, Guna, Telangana, 195264",45,Male,0,Approved,0,
a2c3d3fc-48bf-4666-abb6-b1c53b3ab5c2,CUST100605,2024-08-08,Business Loan,672000.0,60,7.51,Business Expansion,Business Owner,96900.0,718,3100.0,3.2,Rented,"H.No. 11, Sodhi Road, Ratlam-293913, Bally, Jharkhand, 898484",60,Other,4,Approved,0,
2815991b-00cd-4129-8fd0-c60cb34798e9,CUST106466,2024-05-29,Business Loan,742000.0,36,11.7,Medical Emergency,Self-Employed,28800.0,765,0.0,0.0,Owned,"H.No. 022, Rege Road, Tiruvottiyur-927857, Aurangabad, Odisha, 097184",27,Other,4,Approved,0,
e4cc2cc7-a7fb-4a01-9eae-d89746bebe99,CUST104074,2023-12-12,Business Loan,136000.0,240,13.22,Education,Business Owner,38900.0,749,4700.0,12.08,Jointly Owned,"13, Chandran, Thrissur 858259, Udupi, Mizoram, 812281",37,Female,2,Approved,0,
9781ee66-08fb-4ac1-a559-c81a5ad80de1,CUST107420,2023-08-08,Education Loan,346000.0,360,10.16,Medical Emergency,Student,39300.0,669,6800.0,17.3,Owned,"42, Chahal Chowk, Srinagar-853326, Begusarai, Tripura, 579411",39,Other,0,Approved,0,
5206dfa3-2c86-470a-aa14-0d44d72c716d,CUST102121,2025-04-15,Car Loan,353000.0,12,9.77,Vehicle Purchase,Business Owner,69600.0,660,100.0,0.14,Owned,"H.No. 78, Sankar Marg, Secunderabad-236273, Nashik, Mizoram, 345446",65,Male,4,Approved,0,
6244c225-ee66-48ca-b593-40b361aecfbd,CUST111330,2022-07-10,Car Loan,766000.0,36,10.57,Education,Business Owner,58700.0,628,2800.0,4.77,Jointly Owned,"H.No. 267, Kalla, Bangalore-765307, Serampore, Madhya Pradesh, 156004",25,Other,0,Declined,0,
970ab243-5fc7-490e-a3c7-58eab00a71c0,CUST105635,2023-10-22,Education Loan,131000.0,60,12.57,Vehicle Purchase,Self-Employed,67700.0,630,2700.0,3.99,Jointly Owned,"37/381, Babu Nagar, Shivpuri-718956, Allahabad, Manipur, 665594",59,Female,3,Declined,0,
ff1da77b-09b7-4999-9229-bad2ab0cf445,CUST106418,2023-08-01,Home Loan,190000.0,60,13.64,Home Renovation,Unemployed,62300.0,674,2900.0,4.65,Owned,"437, Konda Marg, Rewa-671794, Bhilai, Manipur, 514043",49,Female,2,Approved,0,
59708969-6559-4ca0-bad0-2f898f05cbb9,CUST100997,2023-08-30,Car Loan,709000.0,24,12.53,Education,Salaried,66000.0,776,4700.0,7.12,Rented,"16/988, Khurana Ganj, Junagadh-158668, Gorakhpur, Assam, 675983",56,Male,3,Approved,0,
78dec146-91c1-4eb0-8d74-6417d68b2713,CUST106154,2023-02-27,Education Loan,100000.0,24,11.24,Wedding,Business Owner,68100.0,571,4800.0,7.05,Jointly Owned,"03/34, Kala Marg, Berhampur-291050, Bhagalpur, Nagaland, 776313",40,Female,1,Declined,0,
894e8481-3653-40dc-95c1-c3e5df87054f,CUST116849,2024-07-18,Education Loan,100000.0,12,12.03,Medical Emergency,Business Owner,68400.0,659,2100.0,3.07,Owned,"53/01, Jaggi Zila, Srinagar 456118, Tezpur, Arunachal Pradesh, 049635",49,Other,3,Approved,0,
781a8e7e-8a5c-455f-af12-efc3b071d84c,CUST107768,2024-06-03,Car Loan,524000.0,240,7.13,Wedding,Unemployed,67300.0,742,600.0,0.89,Owned,"81, Soni Marg, Bhimavaram-329494, Raipur, Arunachal Pradesh, 581046",58,Other,3,Approved,0,
d3615bf0-dd9f-4694-b6a0-ac6d1edef12e,CUST112001,2023-04-21,Education Loan,100000.0,60,10.73,Wedding,Self-Employed,10000.0,724,2700.0,27.0,Owned,"745, Sampath Path, Jhansi 187950, Maheshtala, Rajasthan, 732718",49,Other,2,Approved,0,
83072c50-9cbc-4870-b2ea-0017d44435f4,CUST110776,2023-02-05,Personal Loan,552000.0,12,12.54,Wedding,Self-Employed,10700.0,596,2800.0,26.17,Rented,"H.No. 159, Keer Nagar, Muzaffarpur 756919, Panipat, Rajasthan, 196800",59,Male,3,Declined,0,
24eae4ee-f643-4cc8-baaa-80cb3cf217a7,CUST113034,2025-05-11,Home Loan,826000.0,120,11.35,Education,Self-Employed,101700.0,664,1700.0,1.67,Rented,"24, Garde Road, Khora  492565, Bathinda, Tamil Nadu, 729824",48,Other,4,Approved,0,
aacc641b-1af2-4722-9e8c-65a7a13cec9b,CUST112215,2024-02-07,Home Loan,509000.0,24,11.92,Wedding,Self-Employed,39200.0,636,2100.0,5.36,Jointly Owned,"H.No. 76, Rout Circle, Karaikudi 654835, Khandwa, Sikkim, 523741",53,Female,3,Declined,0,
1831aaef-346d-433f-a8e6-a9b27d96938a,CUST113492,2023-05-04,Car Loan,191000.0,36,9.64,Vehicle Purchase,Business Owner,44400.0,796,2900.0,6.53,Jointly Owned,"92/648, Bansal Marg, Bhiwani-632688, Katni, Maharashtra, 882321",44,Other,4,Approved,0,
1a9b07c0-8b93-4dfa-a178-89837f69856f,CUST104283,2023-06-12,Car Loan,780000.0,120,7.26,Home Renovation,Business Owner,74300.0,717,4400.0,5.92,Owned,"23/585, Sinha Street, Hosur-197975, Pallavaram, Tripura, 808599",45,Other,2,Approved,0,
45f4df7b-f3b9-4c95-a00d-4d1a6bc1c616,CUST106887,2024-09-20,Business Loan,551000.0,24,12.15,Home Renovation,Retired,95100.0,735,3400.0,3.58,Jointly Owned,"98/052, Goda Circle, Jaunpur 552411, Nadiad, Sikkim, 831467",40,Female,0,Approved,0,
67c38d6d-69bd-438d-a8ce-92d5ebaed242,CUST116181,2023-08-05,Education Loan,953000.0,360,13.83,Vehicle Purchase,Student,62600.0,738,3100.0,4.95,Rented,"H.No. 32, Hayre Nagar, Jodhpur-506321, Kadapa, Bihar, 969161",59,Other,3,Approved,0,
a1a9828d-c135-4cc7-b797-9abf7d8e21ae,CUST102734,2023-03-25,Personal Loan,904000.0,120,8.81,Debt Consolidation,Salaried,99700.0,750,2000.0,2.01,Owned,"H.No. 308, Rama, Serampore 311402, Etawah, Gujarat, 804027",52,Female,0,Approved,0,
741926c7-a25b-4444-b4d3-9c8e98e3c8cf,CUST110256,2023-02-02,Car Loan,421000.0,12,10.81,Debt Consolidation,Business Owner,67100.0,719,2000.0,2.98,Rented,"16/26, Rout Circle, Thane 804009, Davanagere, Uttar Pradesh, 473885",61,Other,2,Approved,0,
0a8e8f8e-3eb5-4f0b-8380-5ea65adabaf4,CUST119090,2022-10-10,Car Loan,603000.0,240,10.57,Business Expansion,Self-Employed,14100.0,760,6400.0,45.39,Owned,"H.No. 44, Acharya Zila, Bally-999342, Alwar, Gujarat, 464347",27,Female,4,Approved,0,
7f54c5ae-2bc1-44b8-b604-d8662b575fe2,CUST119737,2023-10-28,Business Loan,266000.0,240,8.33,Medical Emergency,Business Owner,71900.0,740,1700.0,2.36,Owned,"02, Sule Nagar, Ambattur-834892, Panihati, Meghalaya, 370234",45,Male,3,Approved,0,
6c64cd83-6656-4329-a296-20b3a754de36,CUST115046,2023-02-08,Personal Loan,880000.0,60,8.08,Business Expansion,Self-Employed,37500.0,672,5500.0,14.67,Owned,"94/402, Bakshi Nagar, Tadipatri-985081, Pali, Uttar Pradesh, 389334",36,Other,2,Approved,0,
57ebae74-05b1-41b5-a5ba-53a9ffb0925b,CUST114389,2024-09-02,Car Loan,739000.0,60,11.66,Wedding,Self-Employed,34300.0,795,400.0,1.17,Owned,"31, Deep Chowk, Kota-473694, Rourkela, Haryana, 166276",23,Female,4,Approved,0,
28e00150-9665-43ec-ab04-010d72208fd4,CUST111943,2023-12-07,Personal Loan,369000.0,240,8.33,Debt Consolidation,Business Owner,61500.0,653,9100.0,14.8,Owned,"852, Rastogi Ganj, Bidar 574301, Udaipur, Mizoram, 778591",27,Female,3,Approved,0,
1de2afc4-6b7f-4470-a7e1-a15c2737ead4,CUST105555,2024-04-02,Car Loan,662000.0,24,10.7,Education,Salaried,13700.0,656,3300.0,24.09,Jointly Owned,"H.No. 022, Cheema Circle, Chapra-852343, Gandhinagar, Tamil Nadu, 996886",63,Male,2,Approved,0,
e1ca727b-8e60-46c0-b9fc-7d4fae984ad7,CUST114464,2023-12-24,Education Loan,683000.0,36,11.2,Medical Emergency,Business Owner,95600.0,697,3000.0,3.14,Jointly Owned,"H.No. 17, Hegde Chowk, Guna 834535, Ahmedabad, Uttar Pradesh, 396938",52,Female,4,Approved,0,
d6de1f48-9698-4540-b881-8c4460d895f9,CUST103221,2023-08-16,Business Loan,644000.0,240,7.9,Business Expansion,Self-Employed,68900.0,747,2200.0,3.19,Owned,"89/90, Bala Chowk, Kumbakonam 098392, Bokaro, Mizoram, 102152",30,Female,1,Approved,0,
002784f5-129a-48ab-9857-cc97f82bc10c,CUST103165,2022-09-20,Home Loan,268000.0,12,8.08,Vehicle Purchase,Unemployed,10000.0,724,700.0,7.0,Owned,"H.No. 27, Zacharia Road, Dibrugarh 752281, Naihati, Assam, 624993",26,Other,1,Approved,0,
fe046b5b-f131-4c85-be25-e6b3109690f7,CUST103619,2022-11-29,Car Loan,206000.0,60,10.61,Wedding,Student,72400.0,666,1200.0,1.66,Rented,"H.No. 057, Johal Street, Ulhasnagar 615965, Ambattur, Odisha, 051065",22,Male,1,Approved,0,
4ea19a59-71d8-432b-bd28-6394b180360e,CUST116552,2022-12-03,Home Loan,459000.0,60,11.94,Education,Self-Employed,11900.0,728,1500.0,12.61,Rented,"835, Issac Road, Sambalpur 326435, Ajmer, West Bengal, 494357",28,Female,2,Approved,0,
3e94d5e8-5646-4dec-82d6-ca56b8566854,CUST116151,2024-11-11,Business Loan,214000.0,120,10.57,Education,Salaried,78800.0,801,100.0,0.13,Jointly Owned,"75/41, Bhagat Ganj, Khandwa-565444, Phusro, Kerala, 864670",27,Other,1,Approved,0,
e6953361-309c-4433-a274-4f628bde51d1,CUST110847,2023-12-13,Car Loan,615000.0,360,8.11,Vehicle Purchase,Self-Employed,82400.0,737,0.0,0.0,Owned,"45/353, Ratti Path, Gopalpur-694035, Bhagalpur, Assam, 639183",22,Other,1,Approved,0,
e3d8ccee-6836-4986-a7b4-d0f9200d38e7,CUST104129,2024-04-21,Education Loan,457000.0,60,9.59,Education,Business Owner,91400.0,670,4100.0,4.49,Jointly Owned,"H.No. 819, Dasgupta Ganj, Nashik 347465, Kakinada, Assam, 381288",43,Male,2,Fraudulent - Detected,1,Synthetic Identity
90fa5137-ed97-421e-b576-9628f85cddbd,CUST107259,2023-10-15,Personal Loan,704000.0,360,13.68,Home Renovation,Unemployed,111300.0,615,5400.0,4.85,Jointly Owned,"492, Gopal Path, Ranchi-047239, Mysore, West Bengal, 978196",22,Female,0,Declined,0,
25974ebd-3e7a-4452-a6c3-0cc08c0de143,CUST118180,2024-09-03,Education Loan,880000.0,24,10.1,Debt Consolidation,Retired,33700.0,726,600.0,1.78,Rented,"70/95, Deol Street, Rohtak 669951, Jamshedpur, Goa, 943970",45,Other,2,Approved,0,
2bd3d198-8333-484b-b7a3-d9f71fb490d6,CUST112514,2022-08-12,Education Loan,398000.0,24,11.04,Debt Consolidation,Unemployed,46100.0,699,2000.0,4.34,Owned,"26, Dave Street, Sasaram 013589, Chinsurah, Tripura, 812507",63,Other,0,Approved,0,
02c0e20a-e024-4bf7-a9e0-8b1f73975eca,CUST117317,2024-08-09,Home Loan,230000.0,12,11.59,Vehicle Purchase,Unemployed,52000.0,633,3800.0,7.31,Rented,"81, Golla Chowk, Nagaon-185608, Tirupati, Odisha, 236300",45,Other,2,Declined,0,
0b10fa6a-a9a0-42a0-acdb-4d87dc7b212c,CUST100331,2025-01-08,Education Loan,164000.0,12,10.48,Medical Emergency,Unemployed,27600.0,710,5400.0,19.57,Rented,"H.No. 956, Ganesan Street, Ratlam-150997, Sasaram, Rajasthan, 890309",31,Female,2,Approved,0,
3dc08402-b1f3-41c8-a35b-721ec780fc96,CUST102763,2024-01-31,Personal Loan,693000.0,24,10.05,Vehicle Purchase,Student,34200.0,614,2600.0,7.6,Rented,"H.No. 858, Edwin Chowk, Amritsar-269446, Muzaffarnagar, Bihar, 291209",27,Other,4,Declined,0,
799d6301-53ab-40bb-8e01-51efc88f00fa,CUST110360,2022-06-11,Business Loan,677000.0,360,8.24,Vehicle Purchase,Salaried,52200.0,706,4700.0,9.0,Jointly Owned,"H.No. 15, Choudhary Chowk, Bilaspur 119450, Arrah, Rajasthan, 871543",60,Male,1,Approved,0,
be2e6424-c231-42d1-a3b0-273ee880f8cd,CUST113476,2022-08-22,Education Loan,289000.0,12,9.27,Vehicle Purchase,Business Owner,41200.0,741,4400.0,10.68,Rented,"71/46, Talwar Road, Haridwar-428680, Kishanganj, Andhra Pradesh, 568122",21,Male,0,Approved,0,
fb071151-74be-40dd-b971-62943d30cc2c,CUST107364,2024-12-25,Home Loan,438000.0,60,10.86,Debt Consolidation,Salaried,76000.0,674,0.0,0.0,Jointly Owned,"89, Samra Path, Loni 937901, Hajipur, Tamil Nadu, 594511",60,Male,3,Approved,0,
5eef010d-21f8-4b3f-8b5b-6859d6cfb86f,CUST104634,2025-05-26,Home Loan,131000.0,120,9.89,Home Renovation,Self-Employed,33000.0,691,1600.0,4.85,Owned,"980, Sankar Zila, Motihari-372932, Thane, Rajasthan, 213787",50,Female,0,Approved,0,
c0914377-1d28-43e8-ac85-024d6c4b61e1,CUST114663,2024-02-17,Home Loan,1068000.0,24,10.42,Vehicle Purchase,Retired,28000.0,609,7300.0,26.07,Jointly Owned,"027, Sarma Ganj, Solapur 075166, Hazaribagh, Assam, 360902",22,Female,2,Declined,0,
318d37ad-fcbe-4617-bba6-88d73968d40f,CUST110175,2022-06-05,Personal Loan,692000.0,36,10.36,Wedding,Student,45000.0,624,5300.0,11.78,Owned,"H.No. 60, Hari Road, Jhansi 222453, Raichur, Haryana, 818615",55,Other,0,Declined,0,
